Entity,Code,Year,Daily caloric intake per person that comes from animal protein,Daily caloric intake per person that comes from vegetal protein,Daily caloric intake per person from fat,Daily caloric intake per person from carbohydrates
Myanmar,MMR,2011,14.859.998,19.847.997,6.402.599,16.706.597
Namibia,NAM,2011,10.711.986,15.251.979,5.122.793,14.880.779
Nepal,NPL,2011,48.640.003,22.644.002,48.294.003,18.090.203
Net Food Importing Developing Countries (FAO),0,2011,71.48,192.72,473.13,1754.63
Netherlands,NLD,2011,299.44,139.56,11.051.101,16.808.901
New Caledonia,NCL,2011,2.370.293,14.179.361,10.335.133,13.385.398
New Zealand,NZL,2011,27.387.976,14.687.987,12.014.989,16.346.985
Nicaragua,NIC,2011,80.239.944,16.843.988,54.881.964,1.720.539
Niger,NER,2011,42.799.976,30.407.983,49.958.975,16.085.293
Nigeria,NGA,2011,38.92,21.388.002,49.653.003,18.106.699
North America,0,2011,25.732.764,15.985.448,12.094.329,18.128.181
North Korea,PRK,2011,44.8,199.88,32.777.997,1517.54
North Macedonia,MKD,2011,13.719.936,18.687.912,91.799.567,1.684.912
Northern Africa (FAO),0,2011,104.64,271.64,634.68,2267.04
Northern America (FAO),0,2011,309.76,155.48,14.588.099,1789.95
Northern Europe (FAO),0,2011,263.88,175.2,1151.1,1746.82
Norway,NOR,2011,28.395.972,24.103.975,12.481.187,17.858.782
Oceania,0,2011,28.205.005,13.965.343,11.785.922,15.423.274
Oceania (FAO),0,2011,282.08,139.64,11.785.499,15.427.301
Oman,OMN,2011,1.976.392,16.607.933,7.623.869,19.318.823
Pakistan,PAK,2011,94.12,165.8,669.42,14.566.201
Panama,PAN,2011,17.895.956,14.671.964,7.883.981,16.399.159
Papua New Guinea,PNG,2011,15.204.005,11.180.005,57.924.023,13.109.207
Paraguay,PRY,2011,12.960.005,14.940.004,94.860.034,18.794.005
Peru,PER,2011,131.88,167.96,49.265.997,17.975.001
Philippines,PHL,2011,11.331.999,15.747.998,42.164.996,17.735.499
Poland,POL,2011,24.152.002,19.708.002,1088.28,18.701.201
Portugal,PRT,2011,3.043.603,16.788.016,12.596.414,17.591.216
Romania,ROU,2011,22.843.993,19.947.993,10.866.597,18.904.192
Russia,RUS,2011,233.88,193.72,939.51,1955.89
Rwanda,RWA,2011,29.759.995,20.503.995,25.361.995,16.375.396
Saint Kitts and Nevis,KNA,2011,23.735.529,13.241.043,78.681.665,14.210.634
Saint Lucia,LCA,2011,23.691.035,15.343.376,66.201.306,15.665.361
Saint Vincent and the Grenadines,VCT,2011,2.238.347,18.500.255,7.154.452,18.211.613
Samoa,WSM,2011,23.510.324,14.282.982,11.038.613,13.620.029
Sao Tome and Principe,STP,2011,7.171.306,1.528.652,5.925.026,14.906.957
Saudi Arabia,SAU,2011,16.051.994,18.359.993,75.374.963,17.821.292
Senegal,SEN,2011,69.840.004,17.008.003,7.328.701,14.882.101
Serbia,SRB,2011,20.067.986,23.647.984,8.164.795,20.243.586
Seychelles,SYC,2011,19.133.554,18.609.619,64.242.786,18.397.748
Sierra Leone,SLE,2011,55.28,163.84,510.84,1662.04
Slovakia,SVK,2011,16.595.982,14.939.983,10.224.889,14.681.085
Slovenia,SVN,2011,25.035.915,17.767.938,10.905.262,16.864.243
Small Island Developing States (FAO),0,2011,122.88,163.6,64.710.004,16.964.199
Solomon Islands,SLB,2011,79.118.996,16.895.786,47.510.397,16.978.284
South Africa,ZAF,2011,14.460.002,16.596.004,7.731.902,17.852.502
South America,0,2011,20.805.975,16.012.865,912.006,17.824.058
South America (FAO),0,2011,208.08,160.12,91.205.994,1782.74
South Korea,KOR,2011,203.36,218.52,881.64,20.284.799
South-eastern Asia (FAO),0,2011,104.2,176,455.85,19.209.099
Southern Africa (FAO),0,2011,139.16,165.8,738.09,1765.95
Southern Asia (FAO),0,2011,54.24,194.36,454.59,1714.77
Southern Europe (FAO),0,2011,268.88,183.6,1315.98,1661.54
Spain,ESP,2011,285.28,153.6,13.157.999,14.653.201
Sri Lanka,LKA,2011,62.879.982,18.907.996,3.459.599,18.690.394
Suriname,SUR,2011,13.039.905,14.799.893,6.840.851,16.774.579
Sweden,SWE,2011,3.060.402,1.461.601,12.204.008,15.454.009
Switzerland,CHE,2011,25.975.974,13.799.986,13.674.586,17.017.784
Syria,SYR,2011,90.359.985,23.767.996,9.566.999,17.922.596
Taiwan,TWN,2011,20.675.995,17.371.996,11.052.897,14.492.297
Tajikistan,TJK,2011,58.04,190.84,54.764.996,15.074.701
Tanzania,TZA,2011,41.12,183.44,470.43,15.809.701
Thailand,THA,2011,10.712.001,14.932.002,48.762.003,19.989.402
Togo,TGO,2011,3.919.997,18.231.987,46.745.966,17.230.188
Trinidad and Tobago,TTO,2011,19.607.986,17.163.988,8.686.793,17.336.392
Tunisia,TUN,2011,10.776.002,28.324.002,79.299.005,20.850.105
Turkey,TUR,2011,13.491.998,27.927.997,1058.49,21.803.098
Turkmenistan,TKM,2011,1.621.999,21.691.988,6.992.096,17.296.293
Uganda,UGA,2011,54.48,177.6,490.5,1576.42
Ukraine,UKR,2011,19.139.996,19.767.996,81.476.984,19.911.498
United Arab Emirates,ARE,2011,12.187.986,22.539.973,10.234.788,1.731.238
United Kingdom,GBR,2011,253.36,176.08,1143.36,17.632.002
United States,USA,2011,31.616.003,15.176.001,14.651.101,17.939.701
Upper-middle-income countries,0,2011,16.681.575,22.579.607,74.496.576,1.908.916
Uruguay,URY,2011,21.956.058,15.672.041,9.730.826,17.696.448
Uzbekistan,UZB,2011,13.672.003,23.156.004,7.690.501,18.556.704
Vanuatu,VUT,2011,11.927.098,17.270.694,1.109.976,14.118.333
Venezuela,VEN,2011,20.244.002,13.540.001,94.806.006,16.371.001
Vietnam,VNM,2011,13.324.002,19.628.003,48.033.005,19.501.504
Western Africa (FAO),0,2011,49.12,211.52,505.71,18.216.101
Western Asia (FAO),0,2011,123.08,230,84.905.994,1886.82
Western Europe (FAO),0,2011,288.92,159.68,1349.01,1773.39
World,OWID_WRL,2011,13.526.173,20.074.026,693.715,17.880.713
Yemen,YEM,2011,50.440.002,18.984.001,38.421.002,1567.51
Zambia,ZMB,2011,50.079.952,15.023.985,44.630.957,13.383.687
Zimbabwe,ZWE,2011,13.287.991,11.623.992,7.165.795,12.812.592
Afghanistan,AFG,2012,49.559.994,20.187.997,337.05,15.845.098
Africa,0,2012,63.576.225,20.668.993,4.860.928,18.247.991
Africa (FAO),0,2012,63.56,206.68,486.09,18.246.299
Albania,ALB,2012,2.354.799,21.391.992,9.770.396,19.195.593
Algeria,DZA,2012,11.699.997,26.271.994,8.359.198,21.483.596
Americas (FAO),0,2012,237.16,160.04,1088.73,18.020.701
Angola,AGO,2012,8.223.997,12.831.996,48.275.983,17.456.793
Antigua and Barbuda,ATG,2012,26.318.594,12.857.361,85.023.535,11.685.503
Argentina,ARG,2012,26.127.997,15.291.998,100.565.985,16.811.399
Armenia,ARM,2012,1.825.195,22.323.938,8.637.276,18.795.448
Asia,0,2012,11.293.156,2.167.169,6.019.795,1.810.285
Asia (FAO),0,2012,113.08,216.96,602.73,1812.23
Australia,AUS,2012,33.999.997,14.755.998,14.368.499,16.385.497
Austria,AUT,2012,25.563.995,16.731.998,15.989.397,18.021.396
Azerbaijan,AZE,2012,122.240.036,24.188.008,6.123.602,20.085.205
Bahamas,BHS,2012,25.587.129,14.331.512,8.950.195,13.667.035
Bangladesh,BGD,2012,43.44,188,260.19,19.383.701
Barbados,BRB,2012,2.177.945,17.999.545,8.203.293,18.598.029
Belarus,BLR,2012,2.353.999,17.035.992,11.273.396,16.918.594
Belgium,BEL,2012,24.799.998,163.24,1480.77,1832.03
Belize,BLZ,2012,12.867.732,18.007.626,7.053.154,17.328.738
Benin,BEN,2012,6.711.996,21.039.984,4.567.497,18.886.887
Bolivia,BOL,2012,14.292.004,13.932.005,50.292.014,14.808.405
Bosnia and Herzegovina,BIH,2012,14.031.978,26.055.957,71.450.885,19.916.069
Botswana,BWA,2012,14.428.006,15.324.007,6.923.703,14.851.105
Brazil,BRA,2012,23.431.999,168.2,10.478.699,17.986.099
Bulgaria,BGR,2012,17.039.983,16.615.985,81.953.925,15.738.983
Burkina Faso,BFA,2012,50.599.983,25.791.992,55.340.985,17.801.094
Burundi,BDI,2012,10.320.002,12.340.002,130.32,11.759.602
Cambodia,KHM,2012,7.999.995,17.899.988,2.962.798,20.746.785
Cameroon,CMR,2012,5.455.999,24.451.996,5.603.399,19.656.198
Canada,CAN,2012,25.160.002,19.800.002,13.158.901,1811.51
Cape Verde,CPV,2012,10.723.658,18.491.411,6.043.307,16.873.964
Caribbean (FAO),0,2012,117,171.16,670.68,1802.16
Central African Republic,CAF,2012,7.812.007,13.372.011,56.052.045,1.199.641
Central America (FAO),0,2012,173.76,168.76,787.59,18.698.899
Central Asia (FAO),0,2012,159.4,208.48,834.57,17.555.499
Chad,TCD,2012,95.959.984,22.043.997,6.272.999,14.502.599
Chile,CHL,2012,204.08,173.48,712.98,1826.42
China,CHN,2012,17.356.001,26.856.003,7.374.601,1929.42
China (FAO),0,2012,175.2,266.4,745.83,1918.57
Colombia,COL,2012,158.12,12.236.001,779.04,1833.48
Comoros,COM,2012,6.967.857,17.223.648,5.785.982,1.563.438
Congo,COG,2012,73.72,9.951.999,38.006.995,1452.69
Costa Rica,CRI,2012,1.665.199,1.376.799,83.024.945,17.005.088
Cote d'Ivoire,CIV,2012,4.536.001,18.524.004,47.250.006,19.659.402
Croatia,HRV,2012,2.137.204,14.012.025,100.872.186,1.618.443
Cuba,CUB,2012,13.811.996,22.991.995,60.389.984,23.870.198
Cyprus,CYP,2012,21.684.076,19.228.067,9.439.233,16.269.657
Czechia,CZE,2012,22.872.012,14.612.007,12.484.807,16.486.808
Democratic Republic of Congo,COD,2012,13.639.999,10.835.999,23.534.998,18.516.498
Denmark,DNK,2012,29.224.023,15.116.014,11.916.011,17.610.015
Djibouti,DJI,2012,56.239.353,22.199.744,51.047.412,17.632.595
Dominica,DMA,2012,17.783.354,17.799.348,76.183.093,18.705.612
Dominican Republic,DOM,2012,12.295.994,12.947.993,88.964.954,15.509.092
East Timor,TLS,2012,46.239.883,16.771.957,44.513.882,15.458.961
Eastern Africa (FAO),0,2012,44.36,199.64,374.76,1628.24
Eastern Asia (FAO),0,2012,175.92,255.4,748.08,18.835.999
Eastern Europe (FAO),0,2012,228.12,187.52,980.55,18.758.099
Ecuador,ECU,2012,16.423.996,11.879.997,8.802.898,14.436.696
Egypt,EGY,2012,104.08,275.04,50.327.997,2373.64
El Salvador,SLV,2012,11.411.995,18.495.992,5.335.198,17.973.992
Estonia,EST,2012,21.747.968,18.327.972,8.604.888,18.957.072
Eswatini,SWZ,2012,7.195.915,14.611.827,44.630.475,16.365.508
Ethiopia,ETH,2012,29.04,273.48,296.37,1679.11
Europe,0,2012,2.561.801,17.702.614,11.650.667,17.770.651
Europe (FAO),0,2012,256.4,177.12,1166.22,1778.26
European Union (27),0,2012,26.919.986,16.926.524,1.281.813,17.102.518
European Union (27) (FAO),0,2012,269.2,169.28,1281.78,1709.78
Fiji,FJI,2012,13.111.899,15.927.878,69.821.466,1.708.367
Finland,FIN,2012,30.291.974,16.763.985,11.982.589,15.931.782
France,FRA,2012,30.756.006,16.364.003,13.555.802,16.802.604
French Polynesia,PYF,2012,27.430.948,14.787.433,1041.8,13.919.463
Gabon,GAB,2012,18.775.887,18.055.891,5.254.169,18.742.086
Gambia,GMB,2012,5.947.971,17.555.914,6.520.468,17.329.016
Georgia,GEO,2012,13.148.007,19.044.011,6.558.304,18.602.109
Germany,DEU,2012,276.44,158.16,1329.93,18.134.698
Ghana,GHA,2012,61.64,199.4,408.33,2218.63
Greece,GRC,2012,25.096.016,19.508.012,14.067.008,1.665.261
Grenada,GRD,2012,16.429.167,14.053.575,672.454,13.853.112
Guatemala,GTM,2012,9.608.002,16.824.004,5.536.801,16.660.002
Guinea,GIN,2012,47.159.977,1.684.799,6.227.996,17.285.193
Guinea-Bissau,GNB,2012,42.12,147.32,541.98,14.915.801
Guyana,GUY,2012,182.08,181.32,53.306.995,18.455.302
Haiti,HTI,2012,44.479.996,15.171.999,47.924.997,14.485.498
High-income countries,0,2012,26.555.014,16.884.227,12.317.192,17.381.873
Honduras,HND,2012,90.28,142.2,717.21,1644.31
Hong Kong,HKG,2012,38.563.992,16.599.995,11.367.897,13.965.697
Hungary,HUN,2012,19.407.994,14.435.995,11.708.997,14.906.594
Iceland,ISL,2012,3.929.902,14.231.647,12.811.182,15.205.321
India,IND,2012,47.280.003,19.612.001,45.558.002,16.940.201
Indonesia,IDN,2012,7.272.001,18.136.002,41.949.005,20.254.302
Iran,IRN,2012,113.600.006,23.268.001,65.349.005,19.492.302
Iraq,IRQ,2012,55.683.144,1.747.689,51.558.374,14.514.415
Ireland,IRL,2012,260.96,173.08,1200.6,19.833.599
Israel,ISR,2012,28.812.042,2.172.003,14.094.021,16.982.822
Italy,ITA,2012,27.887.997,19.567.998,14.737.499,17.116.901
Jamaica,JAM,2012,17.988.008,15.912.006,6.980.403,17.369.606
Japan,JPN,2012,197.24,166.2,784.89,1563.71
Jordan,JOR,2012,1.293.599,19.267.982,89.153.925,16.174.585
Kazakhstan,KAZ,2012,22.904.001,16.352.002,11.561.401,16.173.401
Kenya,KEN,2012,67.48,175,399.51,1574.05
Kiribati,KIR,2012,14.978.659,15.446.616,11.243.593,16.111.157
Kuwait,KWT,2012,22.555.946,2.127.995,98.576.764,20.668.652
Kyrgyzstan,KGZ,2012,15.263.986,20.639.981,62.819.946,17.497.584
Land Locked Developing Countries (FAO),0,2012,74.76,217.6,496.26,16.754.199
Laos,LAO,2012,6.871.993,19.043.982,29.015.973,18.786.783
Latvia,LVA,2012,23.360.056,17.244.041,10.848.627,1.650.104
Least Developed Countries (FAO),0,2012,53.36,193.16,39.186.002,1740.62
Lebanon,LBN,2012,13.004.004,20.360.008,9.692.104,17.471.504
Lesotho,LSO,2012,63.999.935,2.013.998,2.960.997,19.084.583
Liberia,LBR,2012,3.887.992,11.759.976,55.880.884,1.406.707
Libya,LBY,2012,15.639.973,20.759.966,9.216.885,18.323.068
Lithuania,LTU,2012,254.28,195.04,860.04,19.346.399
Low Income Food Deficit Countries (FAO),0,2012,54.52,198.6,441.09,1691.79
Low-income countries,0,2012,449.482,20.141.014,3.887.118,1.695.019
Lower-middle-income countries,0,2012,6.987.452,19.745.798,50.153.357,17.619.294
Luxembourg,LUX,2012,3.124.365,15.695.824,11.870.867,1773.52
Macao,MAC,2012,2.835.171,15.955.836,12.480.172,13.698.759
Madagascar,MDG,2012,30.239.998,14.387.999,20.078.998,17.680.897
Malawi,MWI,2012,36.92,214.12,31.877.997,20.421.799
Malaysia,MYS,2012,20.675.996,16.023.997,78.398.987,17.370.098
Maldives,MDV,2012,28.987.103,17.387.462,49.885.455,16.503.191
Mali,MLI,2012,88.04,239.44,52.820.996,1916.31
Malta,MLT,2012,25.211.882,18.495.915,11.096.049,1.913.261
Mauritania,MRT,2012,13.031.958,19.603.935,77.696.747,18.296.641
Mauritius,MUS,2012,17.187.827,19.071.808,84.050.146,17.718.722
Mexico,MEX,2012,19.835.999,17.191.998,85.067.993,19.350.798
Micronesia (FAO),0,2012,149.8,154.48,1124.46,1611.26
Middle Africa (FAO),0,2012,45.88,143.8,383.04,1778.28
Moldova,MDA,2012,1.507.369,13.444.565,6.740.717,13.626.768
Mongolia,MNG,2012,2.227.997,1.431.598,88.190.875,13.401.282
Montenegro,MNE,2012,27.767.868,17.935.915,10.826.049,17.483.416
Morocco,MAR,2012,11.364.002,28.028.006,61.722.015,2320.86
Mozambique,MOZ,2012,29.679.995,16.619.997,35.810.992,17.240.096
Myanmar,MMR,2012,15.655.995,19.859.995,6.437.698,16.700.693
Namibia,NAM,2012,10.407.981,16.711.969,522.989,15.728.472
Nepal,NPL,2012,50.119.987,22.971.994,50.219.986,18.369.194
Net Food Importing Developing Countries (FAO),0,2012,73.68,193.48,480.06,17.547.799
Netherlands,NLD,2012,3.237.601,13.876.004,11.234.703,16.510.106
New Caledonia,NCL,2012,235.067,14.251.212,10.275.631,13.347.062
New Zealand,NZL,2012,24.107.971,1.643.598,10.862.987,17.382.578
Nicaragua,NIC,2012,7.940.006,16.932.014,5.063.404,17.719.414
Niger,NER,2012,43.84,299.88,450.63,1702.61
Nigeria,NGA,2012,35.96,215.44,502.92,17.916.799
North America,0,2012,25.672.455,16.279.303,12.070.148,18.349.805
North Korea,PRK,2012,45.4,199.4,327.15,15.260.499
North Macedonia,MKD,2012,14.103.958,18.699.947,9.341.073,16.858.851
Northern Africa (FAO),0,2012,108.48,261.52,61.577.997,2189.22
Northern America (FAO),0,2012,309.36,159.2,14.551.199,18.223.601
Northern Europe (FAO),0,2012,264.28,174.64,1155.24,1731.84
Norway,NOR,2012,28.404.013,2.369.601,12.582.006,17.978.005
Oceania,0,2012,27.532.098,14.247.194,1.180.458,15.733.622
Oceania (FAO),0,2012,275.32,142.48,11.804.401,1573.76
Oman,OMN,2012,20.699.971,16.123.978,76.643.896,19.023.174
Pakistan,PAK,2012,95.6,162.72,683.82,1436.82
Panama,PAN,2012,18.595.947,14.739.957,7.732.777,16.903.552
Papua New Guinea,PNG,2012,15.056.003,11.088.002,6.289.201,12.976.403
Paraguay,PRY,2012,11.283.986,14.803.981,9.357.288,1.849.388
Peru,PER,2012,14.035.999,17.175.998,50.840.997,18.324.698
Philippines,PHL,2012,112.64,157.04,45.072.003,17.826.001
Poland,POL,2012,236.64,196.08,10.840.499,18.602.302
Portugal,PRT,2012,2.920.801,17.012.007,12.188.705,17.798.911
Romania,ROU,2012,21.860.008,19.884.007,10.608.303,18.767.307
Russia,RUS,2012,244.6,192.32,958.14,19.479.398
Rwanda,RWA,2012,30.239.998,20.359.999,22.472.998,16.814.298
Saint Kitts and Nevis,KNA,2012,22.036.919,13.865.028,76.326.624,15.123.896
Saint Lucia,LCA,2012,22.781.499,16.030.241,6.353.302,15.742.672
Saint Vincent and the Grenadines,VCT,2012,22.718.745,1.837.575,7.114.654,18.439.037
Samoa,WSM,2012,24.278.651,14.051.219,11.244.875,13.750.536
Sao Tome and Principe,STP,2012,7.151.774,14.891.528,57.949.164,15.290.016
Saudi Arabia,SAU,2012,16.191.992,18.871.991,8.742.596,18.030.991
Senegal,SEN,2012,70.559.944,17.587.987,67.670.953,15.708.488
Serbia,SRB,2012,2.121.198,23.343.979,8.590.492,19.854.282
Seychelles,SYC,2012,17.634.334,19.934.117,6.521.684,18.568.745
Sierra Leone,SLE,2012,57.039.967,16.355.989,5.062.497,16.531.489
Slovakia,SVK,2012,1.485.599,14.507.991,10.190.694,14.462.891
Slovenia,SVN,2012,24.487.823,17.775.871,10.878.221,16.855.178
Small Island Developing States (FAO),0,2012,122.76,161.56,661.68,16.949.601
Solomon Islands,SLB,2012,726.786,16.883.673,44.324.142,17.072.368
South Africa,ZAF,2012,14.855.998,16.479.999,80.045.996,17.801.798
South America,0,2012,21.035.654,15.625.204,92.688.403,17.569.241
South America (FAO),0,2012,210.36,156.24,926.91,17.564.901
South Korea,KOR,2012,20.395.998,20.931.998,92.015.985,19.545.597
South-eastern Asia (FAO),0,2012,105.4,180.08,474.21,1934.31
Southern Africa (FAO),0,2012,142.56,165.36,763.02,17.640.599
Southern Asia (FAO),0,2012,55.68,193.76,47.097.003,16.995.901
Southern Europe (FAO),0,2012,267.08,182.8,1315.26,1658.9
Spain,ESP,2012,28.243.997,15.391.998,13.143.599,14.633.197
Sri Lanka,LKA,2012,68.16,190.4,362.79,1912.69
Sudan,SDN,2012,9.503.999,21.215.999,541.98,17.398.198
Suriname,SUR,2012,13.471.976,15.087.973,7.045.187,1.676.877
Sweden,SWE,2012,2.973.202,14.568.008,12.332.708,15.447.312
Switzerland,CHE,2012,25.408.008,12.932.004,13.263.303,16.682.705
Syria,SYR,2012,8.659.999,23.267.998,87.983.997,17.588.796
Taiwan,TWN,2012,20.375.996,17.383.997,11.033.098,14.430.897
Tajikistan,TJK,2012,6.575.998,19.295.993,5.515.198,15.117.593
Tanzania,TZA,2012,42.600.002,18.428.001,48.960.004,15.895.201
Thailand,THA,2012,110.04,156.04,47.519.998,20.227.201
Togo,TGO,2012,39.240.036,17.632.016,4.743.004,16.991.016
Trinidad and Tobago,TTO,2012,20.124.014,17.144.012,8.576.106,17.597.113
Tunisia,TUN,2012,11.823.995,2.745.999,8.676.897,20.284.692
Turkey,TUR,2012,146.52,276.6,11.156.399,21.512.397
Turkmenistan,TKM,2012,16.787.976,2.133.597,720.269,17.254.474
Uganda,UGA,2012,5.239.999,17.675.996,4.828.499,15.980.297
Ukraine,UKR,2012,20.116.002,19.336.002,8.274.601,1955.02
United Arab Emirates,ARE,2012,12.931.992,21.315.985,10.588.492,17.696.687
United Kingdom,GBR,2012,25.408.002,175.92,11.472.301,1736.77
United States,USA,2012,31.567.996,154.92,14.704.199,18.239.799
Upper-middle-income countries,0,2012,16.973.193,22.461.253,76.008.185,19.056.631
Uruguay,URY,2012,21.735.974,1.647.198,9.033.289,18.645.477
Uzbekistan,UZB,2012,14.403.996,23.819.994,7.850.698,19.076.896
Vanuatu,VUT,2012,12.147.103,17.590.701,10.682.211,14.062.363
Venezuela,VEN,2012,20.012.001,132.68,9.633.601,15.778.401
Vietnam,VNM,2012,130.64,216.12,497.52,19.766.799
Western Africa (FAO),0,2012,47.04,212.84,508.23,1818.93
Western Asia (FAO),0,2012,127.52,228.76,87.885.004,18.768.699
Western Europe (FAO),0,2012,287.56,157.76,13.403.699,1749.31
World,OWID_WRL,2012,13.674.956,20.163.219,7.058.218,17.931.316
Yemen,YEM,2012,56.84,200.44,405.54,16.071.799
Zambia,ZMB,2012,5.495.999,15.055.998,46.286.993,1345.57
Zimbabwe,ZWE,2012,13.267.998,11.931.999,69.299.994,13.339.998
Afghanistan,AFG,2013,48.839.993,20.475.996,34.334.995,16.140.498
Africa,0,2013,63.550.446,20.617.497,48.796.817,18.229.045
Africa (FAO),0,2013,63.56,206.16,487.98,1823.3
Albania,ALB,2013,24.131.926,21.235.934,974.067,19.142.438
Algeria,DZA,2013,118.24,261.08,923.76,2138.92
Americas (FAO),0,2013,239.96,160.12,1089.27,1800.65
Angola,AGO,2013,8.267.996,13.371.994,50.453.976,17.980.591
Antigua and Barbuda,ATG,2013,24.548.672,11.842.394,8.503.847,12.284.133
Argentina,ARG,2013,268.56,158.2,98.424.005,1721
Armenia,ARM,2013,18.904.025,2.292.803,8.960.412,18.876.426
Asia,0,2013,11.466.785,21.825.764,60.591.455,18.140.061
Asia (FAO),0,2013,114.84,218.52,60.669.006,1815.99
Australia,AUS,2013,33.539.987,15.035.994,14.011.194,16.591.595
Austria,AUT,2013,26.347.995,16.783.995,15.885.896,17.780.496
Azerbaijan,AZE,2013,12.584.003,24.136.006,5.922.901,20.265.106
Bahamas,BHS,2013,25.243.346,13.223.657,8.639.776,13.642.446
Bangladesh,BGD,2013,44.72,187.6,27.269.998,1917.98
Barbados,BRB,2013,2.213.576,18.539.798,8.378.009,18.194.504
Belarus,BLR,2013,22.343.993,17.887.994,11.053.796,17.313.394
Belgium,BEL,2013,245.56,165.8,14.856.301,18.410.099
Belize,BLZ,2013,125.038.185,18.195.737,6.989.299,1.717.995
Benin,BEN,2013,66.16,20.944.002,46.530.005,1887.1
Bolivia,BOL,2013,14.263.997,13.663.997,5.078.699,14.878.497
Bosnia and Herzegovina,BIH,2013,13.723.985,26.415.973,7.259.392,20.236.578
Botswana,BWA,2013,12.291.972,15.907.965,6.660.885,15.679.065
Brazil,BRA,2013,24.063.998,16.843.999,10.568.699,17.920.099
Bulgaria,BGR,2013,17.672.002,16.440.001,82.413.007,16.277.501
Burkina Faso,BFA,2013,48.599.987,25.619.995,5.536.799,18.025.197
Burundi,BDI,2013,9.479.997,12.499.996,12.455.997,12.229.597
Cambodia,KHM,2013,7.995.994,17.887.987,2.951.998,20.659.585
Cameroon,CMR,2013,56.519.993,24.387.997,5.589.899,19.756.099
Canada,CAN,2013,24.983.997,19.463.997,13.262.399,17.812.798
Cape Verde,CPV,2013,107.358.215,18.527.692,59.048.016,1.683.802
Caribbean (FAO),0,2013,119.32,173.2,683.91,18.155.701
Central African Republic,CAF,2013,7.855.988,12.807.982,5.512.492,11.051.084
Central America (FAO),0,2013,177.32,168.76,79.055.994,1856.36
Central Asia (FAO),0,2013,163.12,211.16,846.18,1771.54
Chad,TCD,2013,97.520.004,22.004.001,640.08,1426.32
